sno,heading,sub-heading,link
4738,Real accused in Kasara Ghat mishap surrenders,"The ""real"" accused in the Kasara Ghat accident case has surrendered after the Thane rural police turned up the heat against the culprit following allegations that the local police had caught the wrong person.",https://timesofindia.indiatimes.com/city/mumbai/real-accused-in-kasara-ghat-mishap-surrenders/articleshow/6904254.cms
4739,Two killed in mishaps,Two deaths in separate Road accidents were reported in the district on Sunday.,https://timesofindia.indiatimes.com/city/chandigarh/two-killed-in-mishaps/articleshow/4422150.cms
4740,"One dead, five seriously",The incident was reported from Itaunja police circle when a speeding truck got out of control because of a flat tyre and was rammed by another truck.,https://timesofindia.indiatimes.com/city/lucknow/one-dead-five-seriously/articleshow/5023608.cms
4741,"Anything to prevent accidents, even Vaastu","In a much talked about move, the then superintendent of police (rural) Yashasvi Yadav had allowed a unique concept to control the rising number of Road accidents in 2007.",https://timesofindia.indiatimes.com/city/nagpur/anything-to-prevent-accidents-even-vaastu/articleshow/5553658.cms
4742,MUV-cop van crash: Driver was out raising toast to birth of pal’s child: Cops,"The driver of the MUV involved in the Road accident at Powai in which five policemen were injured had been drinking before getting behind the wheel, cops said.",https://timesofindia.indiatimes.com/city/mumbai/muv-cop-van-crash-driver-was-out-raising-toast-to-birth-of-pals-child-cops/articleshow/15565272.cms
4743,Nitish orders probe into Lakhisarai accident,Bihar Chief Minister Nitish Kumar on Sunday ordered a probe into the Lakhisarai Road accident in which 41 people were killed.,https://timesofindia.indiatimes.com/city/patna/nitish-orders-probe-into-lakhisarai-accident/articleshow/3321726.cms
4744,Student killed by speeding bus,Police lobbed over a dozen teargas shells to control a rampaging mob protesting against the death of a first-year student of Ambedkar Dental College in a Road accident at Rajabazar afternoon.,https://timesofindia.indiatimes.com/city/patna/student-killed-by-speeding-bus/articleshow/4377391.cms
4745,"Six persons killed in Balasore accidents, 34 injured","Six persons, including three students, were killed and 34 injured in two separate Road accidents in the district on Wednesday.",https://timesofindia.indiatimes.com/city/bhubaneswar/six-persons-killed-in-balasore-accidents-34-injured/articleshow/10334248.cms
4746,"Two killed, two hurt in mishaps",Two persons were killed and two seriously injured in separate Road accidents in Akola on Sunday.,https://timesofindia.indiatimes.com/city/nagpur/two-killed-two-hurt-in-mishaps/articleshow/11610787.cms
4747,Four accidents in a day leave six dead,"Speed claimed six lives in four mishaps in the city and district within 24 hours. An accident near Sai Mandir chowk, shortly after Saturday midnight, claimed the lives of Raju Walde and Khushal Pate, leaving their families devastated.",https://timesofindia.indiatimes.com/city/nagpur/four-accidents-in-a-day-leave-six-dead/articleshow/11595875.cms
4748,Software engineer dies in accident,A 38-year-old software engineer was killed in a Road accident when his motorbike was hit from behind by a car on Lattice Bridge Road in Adyar on Monday.,https://timesofindia.indiatimes.com/city/chennai/software-engineer-dies-in-accident/articleshow/3162109.cms
4749,More compensation for crash victims,Aviation industry insiders said that it is mandatory for any company operating aircraft to get third party insurance as there's always a possibility of a plane crashing anywhere and inflicting damage on the lives and property of people who have nothing to do with that flight.,https://timesofindia.indiatimes.com/city/delhi/more-compensation-for-crash-victims/articleshow/8609678.cms
4750,Jalandhar road mishap kills three,As many as three persons were killed in a Road accident when a UP bound Mini Truck rammed into a stationary heavy truck trolley Near Paragpur on the National Highway.,https://timesofindia.indiatimes.com/city/chandigarh/jalandhar-road-mishap-kills-three/articleshow/2899301.cms
4751,"Insurer, trasport company told to pay Rs 41 lakh to accident victim's kin",The Motor Accident Claims Tribunal (MACT) here directed an insurance company and a private transport agency to jointly pay Rs 41 lakh compensation to a widow who lost her husband and close relatives in a Road accident on the Pune-Bangalore highway in November 2003.,https://timesofindia.indiatimes.com/city/mumbai/insurer-trasport-company-told-to-pay-rs-41-lakh-to-accident-victims-kin/articleshow/18004967.cms
4752,A sahara for destitute people,"With mercury shooting up in the last two weeks, the days are especially tough for those getting clothing at a premium.",https://timesofindia.indiatimes.com/city/chandigarh/a-sahara-for-destitute-people/articleshow/2094925.cms
4753,Two-wheelers and lorries caused 42% of accidents,"Two-wheelers, followed by lorries, caused the maximum number of fatal accidents in the city in 2010.",https://timesofindia.indiatimes.com/city/chennai/two-wheelers-and-lorries-caused-42-of-accidents/articleshow/7300524.cms
4754,Four dead in 3 separate mishaps,Two members of a wedding band were almost instantaneously crushed to death and two others seriously hurt . The police has registered a case against tractor driver.,https://timesofindia.indiatimes.com/city/ludhiana/four-dead-in-3-separate-mishaps/articleshow/4132733.cms
4755,Fatal accidents steadily rising,"CHANDIGARH: With the vehicle population in the city having more than doubled during the last ten years, from 2.73 lakh in 1993 to 5.49 lakh in 2003, the graph of fatal Road accidents has also shown a steady upward trend.",https://timesofindia.indiatimes.com/city/chandigarh/fatal-accidents-steadily-rising/articleshow/568832.cms
4756,Raman Singh's 3 kin among 20 killed in 2 accidents,"As many as 20 people, including three relatives of Chhattisgarh chief minister Raman Singh, were killed in two Road accidents in Datia and Sidhi districts of Madhya Pradesh late on Tuesday night.",https://timesofindia.indiatimes.com/city/bhopal/raman-singhs-3-kin-among-20-killed-in-2-accidents/articleshow/25719363.cms
4757,"Swing crashes, 5-year-old Delhi girl killed","A five-year-old child died in a north corporation park in New Moti Nagar on Thursday afternoon when a swing, about which residents had complained earlier, collapsed on her.",https://timesofindia.indiatimes.com/city/delhi/swing-crashes-5-year-old-delhi-girl-killed/articleshow/45500509.cms
4758,No fault liability can be imposed on both vehicle owners involved in an accident: High Court,"No fault liability is payable as compensation to the victim can be imposed on both vehicle owners involved in an accident, the Bombay High Court has ruled.",https://timesofindia.indiatimes.com/city/mumbai/no-fault-liability-can-be-imposed-on-both-vehicle-owners-involved-in-an-accident-high-court/articleshow/14417136.cms
4759,2 killed in mishaps as govt makes plans,"On the day the police and the RTO launched their much-publicized 'Road Safety Fortnight' at a grand function in south Mumbai, two citizens lost their lives in separate Road accidents in the city.",https://timesofindia.indiatimes.com/city/mumbai/2-killed-in-mishaps-as-govt-makes-plans/articleshow/7213268.cms
4760,Teen accident victim gets 2nd shot at life,Seventeen-year-old Razina was seriously injured when she was hit by a dumper while crossing Sohna Road nearly a month and a half ago.,https://timesofindia.indiatimes.com/city/gurgaon/teen-accident-victim-gets-2nd-shot-at-life/articleshow/9700824.cms
4761,Rs 1.03 cr damages to accident victim,KANPUR: The additional district and session judge has created history by ordering the NIC to pay Rs 1.03 crore to a Road accident victim.,https://timesofindia.indiatimes.com/city/lucknow/rs-1-03-cr-damages-to-accident-victim/articleshow/892220.cms
4762,"Kid, college student killed in accidents","Three persons, including a child and a college girl, died in two different Road accidents in the city on Friday.",https://timesofindia.indiatimes.com/city/kolkata/kid-college-student-killed-in-accidents/articleshow/8063002.cms
4763,'We took off lanterns on hearing about mishap',A pall of gloom descended on the Vijay Nagar neighbourhood which had retired after celebrating Diwali when news came about the Road accident early on Sunday.,https://timesofindia.indiatimes.com/city/mumbai/we-took-off-lanterns-on-hearing-about-mishap/articleshow/25196687.cms
4764,"One accident changes fate: Two die, give life to eight others",This tragedy ended in the triumph of humanity. Two accidental deaths gave a fresh lease of life to eight people when family members of two people who died in a Road accident decided to donate organs. The city police helped quicken the procedure.,https://timesofindia.indiatimes.com/city/ahmedabad/one-accident-changes-fate-two-die-give-life-to-eight-others/articleshow/14194437.cms
4765,"Days after arrival, NRI killed in accident","Two persons, including a 24-year-old NRI from USA, were killed and another injured in a Road accident that occurred in the district on Monday.",https://timesofindia.indiatimes.com/city/chandigarh/days-after-arrival-nri-killed-in-accident/articleshow/6221117.cms
4766,Missing youth found dead near airport,Police said Bose had fled from his house after a quarrel with his family on Wednesday.,https://timesofindia.indiatimes.com/city/kolkata/missing-youth-found-dead-near-airport/articleshow/2166018.cms
4767,95 pc accidents due to human error,"VIJAYAWADA: With over four lakh vehicles plying on the roads in Vijayawada city, the number of accidents too is increasing every year.",https://timesofindia.indiatimes.com/city/hyderabad/95-pc-accidents-due-to-human-error/articleshow/411648496.cms
4768,"Brain-dead village boy's eyes, kidneys donated","The organs of a 12-year-old boy from rural Tamil Nadu, who was declared brain dead after a Road accident, was donated by his parents in Government General hospital on Saturday.",https://timesofindia.indiatimes.com/city/chennai/brain-dead-village-boys-eyes-kidneys-donated/articleshow/5598201.cms
4769,Insurance co. told to pay 3.46 L to mishap victim's kin,Stating that an insurance company cannot escape from the responsibility of compensating the families of Road accident victims by citing violations by vehicle owners as a pretext.,https://timesofindia.indiatimes.com/city/hyderabad/insurance-co-told-to-pay-3-46-l-to-mishap-victims-kin/articleshow/8999340.cms
